id,geometry_type,geometry_coordinates,from,to,startTime,endTime,category,roadNumbers,length,delay
382d88d5e657871a972c7ea1943ea1da,LineString,"((-73.9853373761, 40.6975664605), (-73.9851630325, 40.6972204385), (-73.9849618669, 40.6967644748), (-73.9848492141, 40.6965123748), (-73.9847995932, 40.6964077088), (-73.9847674067, 40.6963379949), (-73.9846601183, 40.6961127113), (-73.9846252496, 40.6960402645), (-73.9845836754, 40.695953074), (-73.9843369122, 40.6954783542), (-73.9842108483, 40.6952168438), (-73.9840123649, 40.6948466603), (-73.9837602372, 40.6943491176), (-73.9836918409, 40.6942136893), (-73.9835255439, 40.6938864613), (-73.9834410544, 40.6937228149), (-73.983372658, 40.6935913891), (-73.9833431537, 40.6935350818), (-73.9833230372, 40.6934895148), (-73.9832814629, 40.6934063248), (-73.983243912, 40.6933298712), (-73.9831621046, 40.6931568812), (-73.9831017549, 40.6930348601), (-73.9828308518, 40.6924421012), (-73.9827745254, 40.6923294211), (-73.9826350505, 40.6920612252), (-73.9822957511, 40.6913785918), (-73.9822112615, 40.6912203414), (-73.9821616407, 40.6911264714), (-73.9820261891, 40.690856936), (-73.9819443817, 40.6906972862), (-73.9816479976, 40.6901152473), (-73.9815581436, 40.689942249), (-73.9813677068, 40.6895761672), (-73.9812282319, 40.689306562), (-73.981024384, 40.6889324051))",Nassau St (Flatbush Ave),Nevins St (Flatbush Ave),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),1026.7883747415,
98235429a39d2441d1fc39726b6cd0b0,LineString,"((-73.9820007081, 40.769687036), (-73.9810605939, 40.7692820352))",Broadway,Central Park W,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),91.0817377184,
bc3c3359b43bc3d750b39f7276d184f0,LineString,"((-73.9810686405, 40.6674961968), (-73.9815796013, 40.6668806406), (-73.9817780848, 40.6666405709), (-73.9819524283, 40.6664313993), (-73.9820664222, 40.6662919088), (-73.9825706775, 40.6656924269), (-73.9830802972, 40.6650916045), (-73.983577847, 40.6644934471), (-73.984078079, 40.6638886083), (-73.9845890398, 40.6632824289))",Union St (7th Ave),NY-27/19th St/Prospect Expy/18th St (7th Ave),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),554.7161731947,
8f014a8f4ba0dccfcb6e7ab3f5b816d9,LineString,"((-73.962391078, 40.663083992), (-73.9623240228, 40.6631241753), (-73.9622676964, 40.6631483362), (-73.9622180755, 40.6631644222), (-73.962121516, 40.6631925887), (-73.9620303209, 40.6632114087), (-73.9619055982, 40.6632328356))",Flatbush Ave / Ocean Ave,Washington Ave,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),44.7015359463,
3cf7b0b85d59a6c002f366435476d1f4,LineString,"((-73.9606623943, 40.6606096166), (-73.9606945808, 40.6609395513))",Maple St,Washington Ave / Lincoln Rd,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),36.7873878898,
50fc2c939fe8b531876f7bb77ecf3d9f,LineString,"((-73.9814521964, 40.7678389934), (-73.9813945289, 40.7679261532))",57th St (8th Ave),Columbus Cir/Broadway/Central Park (8th Ave),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),10.8404204619,
0ff503a4cfca76419ebfe09aaab66d7b,LineString,"((-73.9621134694, 40.6692879021), (-73.9620866473, 40.6693039866), (-73.9620665307, 40.6693254751), (-73.9620370264, 40.6693764625), (-73.9620262976, 40.6694005575), (-73.9619994755, 40.6694823788), (-73.961967289, 40.6696165224), (-73.9618224497, 40.6700429825), (-73.9618050153, 40.6700899006), (-73.9616561527, 40.6704895294), (-73.9614402349, 40.6710850265))",Washington Ave,Eastern Pkwy,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),208.6094087925,
40c965cb0cb1b0426b53949055c65703,LineString,"((-73.9852166767, 40.7106462346), (-73.985142916, 40.7106341628), (-73.9850624497, 40.7106140854), (-73.9849994178, 40.7105872097), (-73.9849350448, 40.7105496599), (-73.9848746951, 40.7104973697), (-73.9848384852, 40.7104624884), (-73.9847982521, 40.710442411), (-73.9847553368, 40.7104410768), (-73.9847285147, 40.710442411), (-73.9846064742, 40.7104464138), (-73.9843905563, 40.7104745603), (-73.9842644925, 40.7104839636), (-73.9839815195, 40.7105054388), (-73.9832264776, 40.7105469914), (-73.9828925426, 40.7105724693), (-73.9823265965, 40.7106234252), (-73.9821683462, 40.7106408976), (-73.9820664222, 40.7106502374), (-73.9816426332, 40.7107320716))",South St,FDR Dr N,2024-03-17 10:00:00+00:00,2024-03-17 15:45:00+00:00,8,(),311.5866201979,
f8c444935d6c0eb2f5178abfee4cb674,LineString,"((-73.9801580305, 40.6611460697), (-73.9822273548, 40.6621384679), (-73.9836100335, 40.6628104011), (-73.9837924237, 40.6628989066), (-73.9845890398, 40.6632824289))",Bartel Pritchard Sq,7th Ave,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),442.8552727384,
a55a981c058e839ab6cdeed1d13dedad,LineString,"((-73.9609762127, 40.6632958445), (-73.9614590104, 40.6632636724), (-73.9616320128, 40.6632529272), (-73.9616950448, 40.6632489216), (-73.9618465896, 40.6632395116), (-73.9619055982, 40.6632328356), (-73.9620303209, 40.6632114087), (-73.962121516, 40.6631925887), (-73.9622180755, 40.6631644222), (-73.9622676964, 40.6631483362), (-73.9623240228, 40.6631241753), (-73.962391078, 40.663083992))",New York Ave (Empire Blvd),Flatbush Ave (Empire Blvd),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),123.4146570852,
c63f97c149a785211550f2ee66cef477,LineString,"((-73.9625265296, 40.6713773376), (-73.9625090952, 40.6712861733), (-73.9623588915, 40.6705150227), (-73.9622985418, 40.6701998846), (-73.9622797663, 40.67010732), (-73.9622609909, 40.6700107502), (-73.9622328277, 40.6698605866), (-73.9621966178, 40.6696661109), (-73.9621832068, 40.6696044431), (-73.9621134694, 40.6692879021), (-73.9621013994, 40.6692088142), (-73.9620423908, 40.6688480226), (-73.9620075221, 40.6686334539), (-73.9619109626, 40.6681426454), (-73.9618157442, 40.6676464292), (-73.961787581, 40.6675324357), (-73.9617607589, 40.6674385323), (-73.9616923625, 40.6672025336), (-73.9616105552, 40.6668725662), (-73.961595803, 40.6668014864), (-73.9615716631, 40.6666607251), (-73.9612793024, 40.6649280146), (-73.9612591858, 40.6648113461), (-73.9612404103, 40.6647026884), (-73.9611089821, 40.6640630095), (-73.9610365624, 40.6636485914), (-73.9609762127, 40.6632958445))",Eastern Pkwy (Washington Ave),Lefferts Ave (Washington Ave),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),908.2964139497,
a65c56317e72985ec4f8098fd9725110,LineString,"((-73.9815340037, 40.7683164347), (-73.9815474148, 40.768411656), (-73.9815514381, 40.7684666303), (-73.9815420504, 40.7685336659), (-73.9815272982, 40.7685685168), (-73.9815232749, 40.7685765788), (-73.9814897473, 40.7686262206), (-73.9814186688, 40.7687254407), (-73.9810605939, 40.7692820352), (-73.9807279999, 40.7697460085), (-73.9806019361, 40.7699284484), (-73.9802183802, 40.7704085408), (-73.9801231618, 40.7705399419), (-73.9796645041, 40.7711448281), (-73.9794499273, 40.7714452062), (-73.9792045052, 40.7717885571), (-73.9789939518, 40.7720742055), (-73.9787337775, 40.7724282173))",Columbus Cir (Central Park),Peter Jennings Way/W 66th St (Central Park),2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),517.9309895229,
e725eb7d3e3d265cc728e2f5ce2a9b5b,LineString,"((-73.975955009, 40.7762396444), (-73.9764632876, 40.7755382607), (-73.9766684766, 40.7752526273), (-73.9769192631, 40.7749146261), (-73.9773350055, 40.7743446855), (-73.9773832853, 40.7742789887), (-73.9778338964, 40.7736594047), (-73.9782885308, 40.7730344194), (-73.9783301051, 40.7729781158), (-73.9786331947, 40.77256501), (-73.9787337775, 40.7724282173), (-73.9789939518, 40.7720742055), (-73.9792045052, 40.7717885571), (-73.9794499273, 40.7714452062), (-73.9796645041, 40.7711448281), (-73.9801231618, 40.7705399419), (-73.9802183802, 40.7704085408), (-73.9806019361, 40.7699284484))",W 72nd St (Central Park),W 62nd St (Central Park W),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),803.5567704242,
6d32f1f06fb54207ecf6f9d7cdda7b2b,LineString,"((-73.9766389723, 40.7765199419), (-73.9779170449, 40.7770429576), (-73.9787981505, 40.7774144613))",Central Park (W 72nd St),Amsterdam Ave/Broadway (W 72nd St),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),207.2436350211,
a7f5a9f90fd96002a89112d0a7be0899,LineString,"((-73.9815340037, 40.7683164347), (-73.9815474148, 40.768411656), (-73.9815514381, 40.7684666303), (-73.9815420504, 40.7685336659), (-73.9815272982, 40.7685685168), (-73.9815232749, 40.7685765788), (-73.9814897473, 40.7686262206), (-73.9814186688, 40.7687254407), (-73.9810605939, 40.7692820352), (-73.9807279999, 40.7697460085), (-73.9806019361, 40.7699284484), (-73.9802183802, 40.7704085408), (-73.9801231618, 40.7705399419), (-73.9796645041, 40.7711448281), (-73.9794499273, 40.7714452062), (-73.9792045052, 40.7717885571), (-73.9789939518, 40.7720742055), (-73.9787337775, 40.7724282173), (-73.9786331947, 40.77256501), (-73.9783301051, 40.7729781158), (-73.9782885308, 40.7730344194), (-73.9778338964, 40.7736594047), (-73.9773832853, 40.7742789887), (-73.9773350055, 40.7743446855), (-73.9769192631, 40.7749146261), (-73.9766684766, 40.7752526273), (-73.9764632876, 40.7755382607), (-73.975955009, 40.7762396444))",Columbus Cir (Central Park),W 72nd St (Central Park),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),1002.0490204937,
1264b625f2ac12752922711686e75576,LineString,"((-73.9609762127, 40.6632958445), (-73.9610365624, 40.6636485914), (-73.9611089821, 40.6640630095), (-73.9612404103, 40.6647026884), (-73.9612591858, 40.6648113461), (-73.9612793024, 40.6649280146), (-73.9615716631, 40.6666607251), (-73.961595803, 40.6668014864), (-73.9616105552, 40.6668725662), (-73.9616923625, 40.6672025336), (-73.9617607589, 40.6674385323), (-73.961787581, 40.6675324357), (-73.9618157442, 40.6676464292), (-73.9619109626, 40.6681426454), (-73.9620075221, 40.6686334539), (-73.9620423908, 40.6688480226), (-73.9621013994, 40.6692088142), (-73.9621134694, 40.6692879021), (-73.9621832068, 40.6696044431), (-73.9621966178, 40.6696661109), (-73.9622328277, 40.6698605866), (-73.9622609909, 40.6700107502), (-73.9622797663, 40.67010732), (-73.9622985418, 40.6701998846), (-73.9623588915, 40.6705150227), (-73.9625090952, 40.6712861733), (-73.9625265296, 40.6713773376))",Lefferts Ave (Washington Ave),Eastern Pkwy (Washington Ave),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),908.2964139497,
e5337bd91f47ca32efd92510f1fba166,LineString,"((-73.9816024001, 40.7786040462), (-73.9787981505, 40.7774144613), (-73.9779170449, 40.7770429576), (-73.9766376312, 40.7765199419), (-73.975955009, 40.7762396444))",Amsterdam Ave/Broadway (W 72nd St),Central Park (W 72nd St),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),543.3781257117,
9607add461ece079fd6911dc28262f0d,LineString,"((-73.9845890398, 40.6632824289), (-73.984078079, 40.6638886083), (-73.983577847, 40.6644934471), (-73.9830802972, 40.6650916045), (-73.9825706775, 40.6656924269), (-73.9820664222, 40.6662919088), (-73.9819524283, 40.6664313993), (-73.9817780848, 40.6666405709), (-73.9815796013, 40.6668806406), (-73.9810686405, 40.6674961968), (-73.9805657263, 40.6680983326), (-73.9804007704, 40.6682968182), (-73.9800574477, 40.6687085371), (-73.9795464869, 40.6693026515), (-73.9790449138, 40.6699075048), (-73.9785487051, 40.6705163577), (-73.9784722622, 40.6706089217), (-73.97823891, 40.6708932245), (-73.9780605431, 40.671110456), (-73.9775469, 40.6717166915), (-73.9773430522, 40.671963418), (-73.9770466681, 40.6723215228))",NY-27/19th St/Prospect Expy/18th St (7th Ave),Union St (7th Ave),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),1189.5162971803,
61d97599ab77557bb813823dab7aab4b,LineString,"((-73.9771204288, 40.772637437), (-73.9773055012, 40.7726951373), (-73.9773309822, 40.7727031989), (-73.9776407774, 40.7728024128), (-73.9778607185, 40.7728801716), (-73.9782885308, 40.7730344194))",West Dr,Central Park W / W 67th St,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),107.8429906138,
a22ae3866ffd4c667d292074e95ddae1,LineString,"((-73.9782885308, 40.7730344194), (-73.9778607185, 40.7728801716), (-73.9776407774, 40.7728024128), (-73.9773309822, 40.7727031989), (-73.9773055012, 40.7726951373), (-73.9771204288, 40.772637437))",Central Park W / W 67th St,65th Street Transverse Rd / West Dr,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),107.8429906138,
5e5f63fbd6ccd36ffa00bb10ab95e12e,LineString,"((-73.9771244521, 40.6723590306), (-73.9776273663, 40.6717541996), (-73.9781450327, 40.6711506981), (-73.9786331947, 40.6705579352), (-73.9791454966, 40.6699558216), (-73.9796430464, 40.6693482986), (-73.9801540072, 40.6687541846), (-73.9804825778, 40.6683491415), (-73.9806528981, 40.6681399116), (-73.9811558123, 40.6675391113))",Garfield Pl,8th St,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),634.7257758596,
a6d48625f414fb42e473b0caa74d2afe,LineString,"((-73.975955009, 40.7762396444), (-73.9758115108, 40.7761686178), (-73.9757672544, 40.7761457673), (-73.9756680126, 40.7761082546), (-73.9756197329, 40.7760814053), (-73.9755513365, 40.7760424961), (-73.9755003746, 40.7760157102))",Central Park W / W 72nd St,West Dr,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),45.7561834976,
c64619bd8625f4639f1d319d5375c945,LineString,"((-73.9755003746, 40.7760157102), (-73.9755513365, 40.7760424961), (-73.9756197329, 40.7760814053), (-73.9756680126, 40.7761082546), (-73.9757672544, 40.7761457673), (-73.9758115108, 40.7761686178), (-73.975955009, 40.7762396444))",West Dr,Central Park W / W 72nd St,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),45.7561834976,
628b0185ae58e7c46a0766626c79459a,LineString,"((-73.9773832853, 40.7742789887), (-73.9799474771, 40.775365294), (-73.9802076514, 40.7754752311))",Central Park W,Broadway,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),272.4986712583,
9392824cd44285aebcf71249ec0f309d,LineString,"((-73.9774838681, 40.6841205486), (-73.9777051504, 40.6844692446), (-73.9777882989, 40.6845818745), (-73.9778620596, 40.6846838259), (-73.9780256743, 40.6849292333), (-73.9780699308, 40.6849868826), (-73.9781047995, 40.6850499345), (-73.978149056, 40.6851143211), (-73.9781839247, 40.6851665676), (-73.9782415922, 40.6852470348), (-73.9783622916, 40.6854187106), (-73.9784883554, 40.6855917207), (-73.9786023493, 40.6857432471), (-73.9790341849, 40.6863387351), (-73.979278266, 40.6866940932), (-73.9793064292, 40.6867356607), (-73.979407012, 40.6867960414), (-73.9795263703, 40.6869797893), (-73.9795518513, 40.6870266955), (-73.9796229298, 40.6871339821), (-73.9797476525, 40.6873311398), (-73.9797811801, 40.687376711), (-73.9798750575, 40.6875028102), (-73.979907244, 40.6875470466), (-73.9800426955, 40.6877294577), (-73.980112433, 40.687820663), (-73.9804088171, 40.6881733438), (-73.9806166883, 40.6884201366), (-73.9806153472, 40.6885032693), (-73.9806341226, 40.6885354291), (-73.9807052012, 40.6886494503), (-73.9808406527, 40.6888666875), (-73.9808916147, 40.6889632936), (-73.9809305067, 40.6890370193), (-73.9810914393, 40.6893361157), (-73.9812832172, 40.6897210113), (-73.9813931878, 40.6899409143), (-73.981499135, 40.6901622148), (-73.9817888136, 40.6907026883), (-73.9820074136, 40.6911787768), (-73.9820530112, 40.6912713121), (-73.9820811744, 40.6913302905), (-73.9821522529, 40.6914697922), (-73.9821978505, 40.6915596578), (-73.9824566836, 40.6920544885), (-73.9825371499, 40.6922315488), (-73.9826055462, 40.6923790563), (-73.9826363916, 40.6924474396), (-73.9827986653, 40.6927934864), (-73.9830065365, 40.6932159216), (-73.9831714923, 40.6935807123), (-73.9832237954, 40.6937054016), (-73.9832465942, 40.6937429609), (-73.983269393, 40.6937858585), (-73.9833552237, 40.6939293588), (-73.9836274679, 40.6944470504), (-73.9837656016, 40.6947098984), (-73.9838246102, 40.6948225744), (-73.983859479, 40.694894959), (-73.9839064176, 40.6949915564), (-73.9841411109, 40.6954770197), (-73.9842054839, 40.6956044381), (-73.9843758042, 40.6959410631), (-73.9844294484, 40.6960349263), (-73.9844683404, 40.6961073096), (-73.9845206435, 40.6962146451), (-73.9845622177, 40.6963004371), (-73.9847861822, 40.6967604712), (-73.9848706718, 40.6969347864), (-73.9849994178, 40.6972016917), (-73.9850208755, 40.6972499252), (-73.9850839074, 40.6974283061), (-73.9851509626, 40.697630835), (-73.9852153356, 40.6977635874), (-73.9852730031, 40.6978842654), (-73.9853306706, 40.6980103447), (-73.9854178424, 40.698168579), (-73.9854835565, 40.6982879852), (-73.9855693872, 40.6984368138))",Atlantic Ave (Flatbush Ave),Nassau St (Flatbush Ave),2024-03-17 10:00:00+00:00,2024-03-17 16:15:00+00:00,8,(),1738.2945225761,
39849fe487a8828f402c6de439beead0,LineString,"((-73.9754655058, 40.7769102364), (-73.9757511611, 40.7770242332))",Central Park W,Columbus Ave,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),27.1887607455,
94f2f789b3c55286e51914c1a4fb0e9f,LineString,"((-73.9745388026, 40.7781802487), (-73.9749679561, 40.7783572704), (-73.9752428825, 40.7784712647))",Central Park W,Columbus Ave,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),67.541119228,
32a4b4623dc59d9e367d6ed6b2ed4589,LineString,"((-73.9787337775, 40.7724282173), (-73.9784601922, 40.7724215523), (-73.9782241578, 40.7724537351), (-73.9781302805, 40.7724202192))",Central Park W / 65th Street Transverse Rd,Manhattan,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),51.9857723681,
8f69362fcf0098d6fe193d2adbcd39d9,LineString,"((-73.9781302805, 40.7724202192), (-73.9782241578, 40.7724537351), (-73.9784601922, 40.7724215523), (-73.9787337775, 40.7724282173))",Manhattan,Central Park W / 65th Street Transverse Rd,2024-03-17 10:00:00+00:00,2024-03-17 17:00:00+00:00,8,(),51.9857723681,
9046f03f734c9734dd9c23fd4b1b0317,LineString,"((-73.9736670847, 40.7646042237), (-73.9738333817, 40.7646806589), (-73.9739004369, 40.7647101791), (-73.9744945462, 40.7649596085), (-73.9757444556, 40.7654813186), (-73.9759697611, 40.7655752108), (-73.9761199648, 40.7656369167), (-73.9762406642, 40.7656864972), (-73.9765786226, 40.765830033), (-73.9767744238, 40.7659145292), (-73.9790878291, 40.7668934958), (-73.9791870709, 40.7669350767), (-73.9792165752, 40.7670169051), (-73.9793909187, 40.7670893382), (-73.9812081153, 40.7678483886), (-73.9813945289, 40.7679261532))",5th Ave (W 59th St),Columbus Cir/8th Ave/Broadway (W 59th St),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),751.1320933981,
27d5e4b4264066f99be78d62cc131f06,LineString,"((-73.9782885308, 40.7730344194), (-73.9811196024, 40.7742199568))",Central Park W,Broadway,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),272.4175160227,
f085a5bf4e4ad6801c2937d39ce51999,LineString,"((-73.9814521964, 40.7678389934), (-73.9812376196, 40.7677411051), (-73.9793117936, 40.7669458051), (-73.9791870709, 40.7669350767), (-73.9790878291, 40.7668934958), (-73.9767744238, 40.7659145292), (-73.9765786226, 40.765830033), (-73.9762406642, 40.7656864972), (-73.9761199648, 40.7656369167), (-73.9759697611, 40.7655752108), (-73.9757444556, 40.7654813186), (-73.9744945462, 40.7649596085), (-73.9739004369, 40.7647101791), (-73.9738333817, 40.7646806589), (-73.9736670847, 40.7646042237), (-73.9733344908, 40.7644513531), (-73.9729965324, 40.7642944191))",Columbus Cir/8th Ave/Broadway (W 59th St),5th Ave (W 59th St),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),814.8083573768,
e3f0dbceabdd1d525e812aa03a4d08f2,LineString,"((-73.9725311692, 40.7649247558), (-73.9726639385, 40.7649904618), (-73.9728825386, 40.7650722927), (-73.9729898269, 40.7651004796), (-73.973055541, 40.765116541), (-73.9731239374, 40.7651178742), (-73.9731936748, 40.7651098117), (-73.973235249, 40.765087021), (-73.9732674356, 40.7650682932), (-73.9733076687, 40.7650320438), (-73.9734739656, 40.7648469877), (-73.973555773, 40.7647517614), (-73.9736053939, 40.7646860551), (-73.9736670847, 40.7646042237))",E 60th St / 5th Ave,Central Park S,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),130.4006789581,
ae5ce4ac83c1f691fa48b448f119ac6e,LineString,"((-73.9723179336, 40.6700295683), (-73.97282353, 40.6694247161), (-73.9728959496, 40.6693362193), (-73.9733264442, 40.6688158532), (-73.9738333817, 40.6682163941), (-73.974325567, 40.6676236051), (-73.9747010763, 40.6671757039), (-73.9748311634, 40.6670174596), (-73.9753287132, 40.6664219897), (-73.9758410151, 40.6658185036), (-73.9760435219, 40.6655730894), (-73.9763332005, 40.6652216878), (-73.9766617711, 40.6648260965), (-73.9767744238, 40.6646906082), (-73.9768548901, 40.6645940305), (-73.9773443933, 40.6640093476), (-73.9778486486, 40.6634018341), (-73.9783515627, 40.6627983206), (-73.9788571591, 40.6622028766), (-73.9793480034, 40.6615966819), (-73.9795894022, 40.6613230849), (-73.9796805973, 40.6612184908), (-73.9797396059, 40.6612385831), (-73.9798120256, 40.6612533344), (-73.9798857863, 40.6612574037), (-73.9799568648, 40.6612506639), (-73.9800118501, 40.6612359126), (-73.9800239201, 40.6612332421), (-73.9800842698, 40.6612037396), (-73.9801164563, 40.6611823121), (-73.9801580305, 40.6611460697))",Union St/Grand Army Plz (Prospect Park),Prospect Park SW/15th St (Prospect Park W),2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),1205.0579913011,
60b631e8c6f09a362bd7c26f847bd44b,LineString,"((-73.9723179336, 40.6700295683), (-73.9728396232, 40.6702763011), (-73.9741217191, 40.6708985647), (-73.9747010763, 40.6711829299), (-73.9754735525, 40.6715691382), (-73.9762567575, 40.6719446641), (-73.9770466681, 40.6723215228))",Prospect Park W,7th Ave,2024-03-17 10:00:00+00:00,2024-03-17 22:00:00+00:00,0,(),473.2994817271,
